KEY,NOTES,ENGLISH,TURKISH
TUTORIAL.7.B,,"Most items and furniture are produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} or {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. It’s important to maintain a large supply of these. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} are produced in a {{ROOMS.SAWMILL}}, and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} are crafted by a {{PROFESSION.STONEMASON}} in a {{ROOMS.MASONRY_WORKSHOP}}. Place one of each of these zones, and build a {{FURNITURE.WOODCUTTERS_BENCH}} and {{FURNITURE.STONEMASON_WORKBENCH}} in them.","Eşya ve mobilyaların çoğu {{MATERIAL_TYPE.WOOD.ADJECTIVE}}, {{RESOURCE.PLANKS.PLURAL}} yada {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} ile üretilir. Bu kaynaklardan sürekli olarak yüksek miktarlarda bulundurmak önemlidir.  {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}}  {{ROOMS.SAWMILL}} de, {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL} ise  {{PROFESSION.STONEMASON}} tarafından  {{ROOMS.MASONRY_WORKSHOP}} da üretilir. Bu iki yapı içinde birer alan belirle ve içlerine {{FURNITURE.WOODCUTTERS_BENCH}} ve {{FURNITURE.STONEMASON_WORKBENCH}} yerleştir."
TUTORIAL.8.A,,"Now you are ready to produce {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}, but they require other resources to craft them - {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} and {{RESOURCE.STONE.UNREFINED.PLURAL}}. Fortunately these can usually be harvested from the game world quite easily.","Şimdi {{MATERIAL_TYPE.WOOD.ADJECTIVE}}, {{RESOURCE.PLANKS.PLURAL}} ve {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} üretimine hazırsın ancak bu ürünleri üretebilmek için  {{MATERIAL_TYPE.WOOD.ADJECTIVE}}, {{RESOURCE.LOGS.PLURAL}} ve {{RESOURCE.STONE.UNREFINED.PLURAL}} gibi kaynaklara da ihtiyacın var. Neyse ki bu kaynaklar oyun dünyasından kolayca toplanabilir."
TUTORIAL.8.B,,Select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} and click-and-drag over trees to let your woodcutters know to cut them down. Similarly you can select select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} and click-and-drag an area of the mountain to designate to be mined. Select enough of both to build your stockpiles back up to 40 of each.," {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} seç ve oduncularının kesmesi için ağaç kümelerini işaretle. Benzer şekilde {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} üzerinden dağın bir kısmını seçip o alanın kazılmasını emredebilirsin. Kaynak yığınında iki kaynaktan da 40 ar adet olacak kadar alan işaretle.  "
TUTORIAL.8.C,,"Be careful with mining! A mined-out area of 7 by 7 tiles without a {{FURNITURE.PILLAR}} built within that area will collapse! ",Kazı yaparken dikkatli ol! Büyüklüğü 7x7 karo ve üzeri olan ve {{FURNITURE.PILLAR}} bulunmayan kazı alanları çökmeye meyillidir.
TUTORIAL.CAMERA.A,,"You can use the W, A, S and D keys or the arrow keys to pan the camera around. Moving the cursor to the edge of the screen also pans the camera, but this can be disabled in the options menu.","W,A,S ve D tuşları yada yön tuşları ile kamerayı hareket ettirebilrisiniz. İmleci ekranın kenarlarına hareket ettirerekde kamerayı hareket ettirebilirsiniz. Bu özelliği ayarlardan kapatabilirsiniz."
TUTORIAL.CAMERA.B,,Scrolling the mouse wheel or pressing the Q and E keys zooms the camera in or out.,Q ve E tuşlarına basarak veya fare tekerleği ile kamerayı yakınlaştırıp uzaklaştırabilirsiniz.
TUTORIAL.CAMERA.C,,"In the lower-right section of the screen is the minimap, and you can click on this to jump the camera to that point. Click on the “Minimap” label to show or hide the minimap.","Haritanın sağ alt köşesindeel haritası bulunur, bu haritanın üzerine tıklayarak gitmek istediğin yere zıplayabilirsin. Haritayı kapatıp açmak için “El Haritası” na tıklayabilirsin."
TUTORIAL.CAMERA.D,,Try out these camera controls and then click “Next” to proceed.,"Kamera ayarlarını dene, ardından devam etmek için “İleri” tuşuna bas."
TUTORIAL.FINAL.A,,"This covers the basics of playing King under the Mountain. For your next challenge, aim to set up a functioning {{ROOMS.METALWORKS}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore. Refined metal ores are produced at the {{FURNITURE.ORE_CRUSHING_STATION}}, and fuel can be crushed from coal or produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} with a {{FURNITURE.CHARCOAL_CLAMP}} in an {{ROOMS.EARTHWORKS}}. Good luck!","Artık King Under the Mountain’in temellerini biliyorsun. Bir sonraki görevin, içinde {{FURNITURE.FORGE}}, yakıt ve rafine edilmiş metal cevheri olan {{ROOMS.METALWORKS}} kurmak olmalı. Rafine edilmiş metal cevherleri  {{FURNITURE.ORE_CRUSHING_STATION}} larda üretilebilir. Yakıt ise kömürün parçalanması ile veya  {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} ların {{ROOMS.EARTHWORKS}} da  {{FURNITURE.CHARCOAL_CLAMP}} yardımı ile elde edilebilir. İyi şanslar!"
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,mahsül atanmış {{ROOMS.FARM.PLURAL}}
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} atandı.
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} / {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,"{{roomName}} karosu "
TUTORIAL.SAVING.A,,"Your progress is saved automatically at midnight, and also whenever you exit the game. You can also quicksave by pressing the F5 key.",İlerlemeniz her gece yarısında ve oyundan çıktığınızda otomatik olarak kayıt edilir.
TUTORIAL.TIME.A,,"The upper-right section of the screen shows the current date and time, and has controls for the game speed.",Sağ üst köşede tarih ve saatin yanı sıra oyunun hızını ayarlayabileceğiniz kontroller bulunmaktadır.
TUTORIAL.TIME.B,,You can press the spacebar to pause or unpause the game.,Boşluk tuşu ile oyunu duraklatıp devam ettirebilirsiniz.
TUTORIAL.TIME.C,,"The 1 key sets the game to run at normal speed, while the 2, 3 and 4 keys make the game run at an increasingly faster pace. The game will automatically jump to speed 4 while all your settlers are asleep.","1 tuşu oyunu normal hızında, 2,3 ve 4 tuşları ise oyunu kademeli olarak daha yüksek hızlarda çalıştırır. Tüm vatandaşlarınız uyurken oyun otomatik olarak 4. hız seviyesine geçer."
TUTORIAL.TIME.D,,You can also click the speed icons to change the speed or pause the game.,Ayrıca hızlandırma tuşlarına basarakda oyunun hızını ayarlayabilirsiniz.

VEGETABLE.BARLEY,,Barley,Arpa
VEGETABLE.BARLEY.PLURAL,,Barley,Arpa
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Sadece bira üretiminde kullanılan bir tahıl. {{SEASON.SPRING}}, {{SEASON.SUMMER}} veya {{SEASON.AUTUMN}} mevsimlerinde dikilebilir."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Savaşcı Mantarı
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Savaşcı Mantarı
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Beyaz noktalı, kırmızı-pembe şemsiyeye sahip bir mantar. Halüsinojenik özellikleri nedeni ile bazen savaşcılar tarafından savaşa hazırlık için kullanılır."
VEGETABLE.CARROT,,Carrot,Havuç
VEGETABLE.CARROT.PLURAL,,Carrots,Havuç
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} ayazında hayatta kalabilen dayanıklı bir kök bitkisi. Havuç hızlı büyümesine rağmen az miktarda mahsül verirler.  {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve  {{SEASON.AUTUMN}} mevsimlerinde ekilebilir."
VEGETABLE.CORN,,Sweetcorn,Şeker mısırı
VEGETABLE.CORN.PLURAL,,Sweetcorn,Şeker mısırı
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",Darı olarakda bilinen bir tahıl tanesidir. Bol mahsül verir ancak büyümesi yaklaşık 2 mevsim sürer {{SEASON.WINTER}} mevsiminde hayatta kalamaz.  {{SEASON.SPRING}} mevsiminin başında dikilmesi gerekir.
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,"Köygöçüren mantarı "
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,"Köygöçüren mantarı "
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Geniş bir şapkaya sahip aşırı zehirli mantar türü. Ufak miktarda tüketilmesi bile ölüme neden olabilecek ciddi zehirlenmeye yol açabilir.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Ejder meyvesi
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Ejder meyvesi
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Elfsbane Pilz
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Elfboğan
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","İnsansı varlıklar için basit neredeyse tadı olmayan bir bitki olan Elfboğan, adındanda anlaşılacağı gibi elfer için zararldır. Ağızlarında acı ve iğrenç bir tad bırakan Elfboğan, tüketmeleri halinde mide bulantısı ve kusma, ekstrem vakalarda ise kalp krizi geçirtebilir."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Yumruk mantarı
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Yumruk mantarı
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Siyah-mavi renge sahip ve ağızda metalik tad bırakan bir mantar türü. İsmini Karanlık Çağındaki bir grup ozandan alır.
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Parıltı Mantarı
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Parıltı Mantarı
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,Büyü aşılanmış bir mantar türüdür. Sürekli olarak ışık verir ve mevsimlere göre renk değiştirir.
VEGETABLE.HEMP,,Hemp,
VEGETABLE.HEMP.PLURAL,,Hemp,
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,
VEGETABLE.HEMP_FIBRE,,Hemp fibre,
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,
VEGETABLE.HOPS,,Hops,Şerbetciotu
VEGETABLE.HOPS.PLURAL,,Hops,Şerbetciotu
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Biranın tadlandırılmasında kullanılan bir çiçek. {{SEASON.SPRING}} mevsiminde dikilmesi gerekir.
VEGETABLE.LOQUAT,,Loquat,Yenidünya
VEGETABLE.LOQUAT.PLURAL,,Loquats,Yenidünya
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Orkide mantarı
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Orkide mantarı
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Bir zamanlar sadece Hudds bölgesinde olduğu düşünülen, ancak her yerde bulunan bir çiçek."
VEGETABLE.POTATO,,Potato,Patates
VEGETABLE.POTATO.PLURAL,,Potatoes,Patates
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Nişastalı bir kök bitkisi olması ve  {{SEASON.WINTER}} mevsiminde hayatta kalabilmesi onu bir çok yerleşke için vazgeçilmez kılar. {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve {{SEASON.AUTUMN}} mevsimlerinde dikilebilir."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Pembe Kasket Mantarı
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Pembe Kasket
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Şişman Şapka, Tombul Eşarp, Kabarık Kasket gibi bir çok isim ile bilinen efsanevi mantar. Efsaneye göre eskiden bir çok cüce topluluğu sadece ve sadece bu mantarın evcilleştirilmiş bir türünü yiyerek hayatta kalabiliyorlarmış."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Rociomycota Mantarı
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Rociomycota Mantarı
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Tükentenlerin dış görünüşlerini etkilediği bilinen, siyah ve beyaz noktalara sahip bir mantar türü."
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Gün parıltısı mantarı
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Gün parıltısı mantarı
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Parlak sarı renge sahip ve gün ışığında parlayan bir mantar türü. Hasat edildiği anda parıltısını kaybeder.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Şurup tozu mantarı
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Şurup tozu mantarı
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.",Sarı-turuncu arası bir renge sahip yuvarlak şekle sahip olan bu mantarın iç kısmı beyazdır. Uzun zaman önce büyücüler tarafından kullandığı anlatılır ancak nasıl ve ne amaç ile kullanıldıkları hakkında kimsenin bir fikri yok.
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarillos
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Dağ Çileği
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Dağ Çileği
VEGETABLE.TOMATO,,Tomato,Domates
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Domates
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Büyük kırmızı meyvelere sahip bir bitki. Sadece {{SEASON.SPRING}} mevsiminde dikilebilir.
VEGETABLE.WHEAT,,Wheat,Buğday
VEGETABLE.WHEAT.PLURAL,,Wheat,Buğday
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",Genellikle ekmek üretiminde kullanılan bir tahıl tanesi. {{SEASON.WINTER}} mevsiminde hayatta kalabilir ancak hasata hazır olması uzun sürer bu yüzden  {{SEASON.SPRING}} veya {{SEASON.AUTUMN}} dikilmesi gerekir.

VITRIOL.GREEN_VITRIOL.ADJECTIVE,,Green,Yeşil
VITRIOL.GREEN_VITRIOL.NOUN,,Green,Yeşil
VITRIOL.GREEN_VITRIOL.TOOLTIP,,"Also known as iron sulfate, this salt has several uses, including as a soil additive to improve crop farming. (Usages of vitriol are not yet implemented in King under the Mountain)","Demir sülfat olarakda bilinir, bu tuzun tarlalarda verimi arttırmak gibi bir çok kullanım alanı vardır. (Viltrol kullanımı daha oyuna entegre edilmemiştir.)"

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} aus {{materialType}}
WALL.GEMS.NOUN,,Gems,Kıymetli taş
WALL.ORE.NOUN,,Ore,Cevher
WALL.ROUGH_STONE.NOUN,,Rock wall,Taş duvar
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Pürüssüz taş duvar
WALL.WOODEN.NOUN,,Wood wall,Tahta duvar

WEAPON.BONE.ARROWS.NOUN,,Arrow,
WEAPON.BONE.ARROWS.PLURAL,,Arrows,
WEAPON.BOW,,Bow,
WEAPON.METAL.ARROWS.NOUN,,Arrow,
WEAPON.METAL.ARROWS.PLURAL,,Arrows,
WEAPON.UNARMED,,Unarmed,

WEATHER.TYPE.CLOUDY,,Cloudy & grey,
WEATHER.TYPE.COLD_WINDS,,Cold winds,
WEATHER.TYPE.PERFECT,,Perfect weather,
WEATHER.TYPE.RAIN,,Pouring rain,
WEATHER.TYPE.SNOW,,Snow flurries,
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,

WOOD.ASPEN.ADJECTIVE,,Aspen,Kavak
WOOD.ASPEN.NOUN,,Aspen,Kavak
WOOD.BAOBAB.ADJECTIVE,,Baobab,Baobab Ağacı
WOOD.BAOBAB.NOUN,,Baobab,Baobab Ağacı
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Mantar kalası
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Mantar kalası
WOOD.BEECH.ADJECTIVE,,Beech,Kayın Ağacı
WOOD.BEECH.NOUN,,Beech,Kayın Ağacı
WOOD.BIRCH.ADJECTIVE,,Birch,Huş Ağacı
WOOD.BIRCH.NOUN,,Birch,Huş Ağacı
WOOD.EBONY.ADJECTIVE,,Ebony,Ebenholz
WOOD.EBONY.NOUN,,Ebony,Abanoz
WOOD.FIR.ADJECTIVE,,Fir,Göknar
WOOD.FIR.NOUN,,Fir,Göknar
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Mantar dalı
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Mantar dalı
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Demir Ağacı
WOOD.IRONWOOD.NOUN,,Ironwood,Demir ağacı
WOOD.MAPLE.ADJECTIVE,,Maple,Akçaağaç
WOOD.MAPLE.NOUN,,Maple,Akçaağaç
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,"Nuytsia  "
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuytsia
WOOD.OAK.ADJECTIVE,,Oaken,Meşe
WOOD.OAK.NOUN,,Oak,Meşe
WOOD.PECAN.ADJECTIVE,,Pecan,Ceviz ağacı
WOOD.PECAN.NOUN,,Pecan,Ceviz ağacı
WOOD.PINE.ADJECTIVE,,Pine,Çam
WOOD.PINE.NOUN,,Pine,Çam
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Boylu Mazı
WOOD.RED_CEDAR.NOUN,,Red cedar,Boylu Mazı
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,"Japon akçaağacı "
WOOD.RED_EMPEROR.NOUN,,Red emperor,"Japon akçaağacı "
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Gülağacı
WOOD.ROSEWOOD.NOUN,,Rosewood,Gülağacı
WOOD.SPRUCE.ADJECTIVE,,Spruce,"Ladin "
WOOD.SPRUCE.NOUN,,Spruce,"Ladin "
WOOD.STAR_PINE.ADJECTIVE,,Star pine,"Salon Çamı "
WOOD.STAR_PINE.NOUN,,Star pine,"Salon Çamı "
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,"Dağ akçaağacı "
WOOD.SYCAMORE.NOUN,,Sycamore,Dağ akçaağacı
