KEY,NOTES,ENGLISH,RUSSIAN
ITEM_GROUP.PRODUCT.PLURAL,,Products,Продукты
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Ресурсы
ITEM_GROUP.TOOL.PLURAL,,Tools,Инструменты

LANGUAGE.LABEL,,Language,Язык

LIQUID.BEER.NOUN,,Beer,Пиво
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.","Любимый гномами, это на время даст существенный бонус к счастью. Единственная проблема в том, что они в конечном итоге потребуют этого, чтобы пережить рабочий день »."
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,Сусло с хмелем
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,Это заключительный этап производства неферментированного пива перед его помещением в {{FERMENTATION_TANK}} для производства питьевого пива. 
LIQUID.WATER.NOUN,,Water,Вода
LIQUID.WORT.NOUN,,Wort,Сусло
LIQUID.WORT.TOOLTIP,,"This is unfermented beer, it requires {{VEGETABLE.HOPS}} to be added in a {{FURNITURE.BREW_KETTLE}} for flavour before it can be fermented.","Это неферментированное пиво, перед ферментацией необходимо добавить {{VEGETABLE.HOPS}} в {{FURNITURE.BREW_KETTLE}} для придания вкуса. "

MADNESS.BROKEN.ADJECTIVE,,Broken,Сломленный
MADNESS.BROKEN.TOOLTIP,,"This settler was so unhappy that they have been pushed past the breaking point and will no longer work or even eat! ","Этот поселенец был настолько несчастен, что его психика не выдержала и он больше не будут работать и даже есть!"

MATERIAL,Used for specifying which material something is made out of,Material,Материал

MATERIAL_TYPE,,Type,Тип
MATERIAL_TYPE.ANY,For allowing any kind of material to be used,Any,Любой
MATERIAL_TYPE.CLOTH.ADJECTIVE,," ",Одежда
MATERIAL_TYPE.CLOTH.NOUN,," ",Одежда
MATERIAL_TYPE.EARTH.ADJECTIVE,,Earthen,Землю
MATERIAL_TYPE.EARTH.NOUN,,Earth,Земля
MATERIAL_TYPE.FOODSTUFF.NOUN,,Food,Еда
MATERIAL_TYPE.GEM.NOUN,This is only used as a noun,Gem,Самоцвет
MATERIAL_TYPE.METAL.ADJECTIVE,,Metallic,Металлический
MATERIAL_TYPE.METAL.NOUN,,Metal,Металл
MATERIAL_TYPE.ORE.NOUN,This is only used as a noun,Ore,Руда
MATERIAL_TYPE.OTHER.NOUN,This isn't actually used in-game yet so won't be combined with other words,Other,Другое
MATERIAL_TYPE.ROPE.ADJECTIVE,," ",Веревочный
MATERIAL_TYPE.ROPE.NOUN,," ",Веревка
MATERIAL_TYPE.SEED.NOUN,For saying something is “made up of seed”,Seed,Семя
MATERIAL_TYPE.STONE.ADJECTIVE,,,Каменный
MATERIAL_TYPE.STONE.NOUN,,Stone,Камень
MATERIAL_TYPE.VEGETABLE.NOUN,Used to make up “Vegetable soup”,Vegetable,Овощной
MATERIAL_TYPE.VITRIOL.ADJECTIVE,,Vitriol of,Витриол из
MATERIAL_TYPE.VITRIOL.NOUN,,Vitriol,Витриол
MATERIAL_TYPE.WOOD.ADJECTIVE,,Wooden,Деревянный
MATERIAL_TYPE.WOOD.NOUN,,Wood,Дерево

MEAT.BOAR_MEAT,,Boar,Кабан
MEAT.CARP_MEAT.NOUN,,Carp,Карп
MEAT.CARP_MEAT.PLURAL,,Carp,Карпы
MEAT.DEER_MEAT,,Deer,Олень
MEAT.DWARF_FLESH,,Dwarf flesh,
MEAT.ELEPHANT_MEAT,,Elephant,Слон
MEAT.FOX_MEAT,,Fox,Лисица
MEAT.PERCH_MEAT.NOUN,,Perch,Окунь
MEAT.PERCH_MEAT.PLURAL,,Perch,Окуни
MEAT.PIKE_MEAT.NOUN,,Pike,Щука
MEAT.PIKE_MEAT.PLURAL,,Pike,Щуки

MECHANISM.FURNITURE.CONSUMING_POWER,,Working - consuming {{power}} power,Работает - потребляемая {{power}} энергия
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER,,Working very slowly - not enough power,Работает очень медленно - не хватает энергии
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,"Эта мебель требует подземного подключения к источнику энергии, такому как {{FURNITURE.WINDMILL}} или {{FURNITURE.WATERWHEEL}}."
MECHANISM.FURNITURE.PRODUCING_POWER,,Working - producing {{power}} power,Работает - производимая {{power}} мощность
MECHANISM.FURNITURE.REQUIRES_OUTSIDE_PLACEMENT,,This must be outside to function correctly,"Это должно быть расположено снаружи, чтобы правильно работать"
MECHANISM.FURNITURE.REQUIRES_POWER,,Disabled - not enough power,Недостаточно энергии 
MECHANISM.FURNITURE.REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,"Эта мебель требует подземного подключения к источнику энергии, такому как {{FURNITURE.WINDMILL}} или {{FURNITURE.WATERWHEEL}}"
MECHANISM.FURNITURE.REQUIRES_POWER_GRID,,Disabled - connect to an underground power connection,Подключиться к подземному источнику энергии
MECHANISM.FURNITURE.REQUIRES_POWER_GRID.TOOLTIP,,This furniture requires an underground power connection - see the {{GUI.BUILD.POWER}} option in the {{GUI.BUILD_LABEL}} menu.,Эта мебель требует подземного подключения к источнику энергии - см. Параметр {{GUI.BUILD.POWER}} в меню {{GUI.BUILD_LABEL}}. 
MECHANISM.STONE.GEAR.NOUN,,Gear assembly,Сборка шестерен 
MECHANISM.STONE.GEAR.TOOLTIP,,This contraption links up mechanical power in all 4 directions,Эта штуковина связывает механическую энергию во всех 4 направлениях
MECHANISM.WOODEN.SHAFT.NOUN,,Shaft,Вал
MECHANISM.WOODEN.SHAFT.TOOLTIP,,A wooden shaft links mechanical power in 2 directions,Деревянный вал связывает механическую силу в двух направлениях

MENU.CONTINUE_GAME,,Continue game,Продолжить игру
MENU.LOAD_GAME,,Load game,Загрузить игру
MENU.MODS,,Mods,Моды
MENU.NEW_GAME,,Start new game,Начать новую игру
MENU.OPTIONS,,Options,Настройки
MENU.QUIT,,Quit,Выйти
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Во весь экран

METAL.BRONZE.ADJECTIVE,,Bronze,Бронзовый
METAL.BRONZE.NOUN,,Bronze,Бронза
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented in King under the Mountain),"Бронза представляет собой сплав меди и олова. Она тверже и намного прочнее, чем медь. (Сплавы еще не внедрены в King under the Mountain)"
METAL.COPPER.ADJECTIVE,,Copper,Медный
METAL.COPPER.NOUN,,Copper,Медь
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","Помимо того, что она встречается естественным образом в виде {{ORE.NATIVE_COPPER.NOUN}}, ее также легко плавить из {{ORE.MALACHITE.NOUN}} руды. Медь имеет много применений, особенно в чеканке монет, хотя из нее достаточно сложно создать эффективное оружие."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,Медь
METAL.COPPER_PATINA.NOUN,,Copper (Patina),Мель (патина)
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}}
METAL.GOLD.ADJECTIVE,,Golden,Золотой
METAL.GOLD.NOUN,,Gold,Золото
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","Король металлов. Хотя золото и не самое редкое и ценное, оно является самым желанным металлом большинства рас — особенно гномов."
METAL.IRON.ADJECTIVE,,Iron,Железный
METAL.IRON.NOUN,,Iron,Железо
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,"Плоха то армия, у которой который нет доступа к железу. Гномьи кузнецы знают секреты работы с {{METAL.STEEL.NOUN}}."
METAL.PLATINUM.ADJECTIVE,,Platinum,Платиновый
METAL.PLATINUM.NOUN,,Platinum,Платина
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,"Серебристо-белый металл, который обладает высокой устойчивостью к коррозии. Платина встречается реже и поэтому более ценна, чем {{METAL.GOLD.NOUN}}."
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,Ржавое железо 
METAL.RUSTED_IRON.NOUN,,Rust,Ржавое железо
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,Железо ржавеет при длительном воздействии дождя. В конце концов оно полностью разрушится! 
METAL.SILVER.ADJECTIVE,,Silver,Серебряный
METAL.SILVER.NOUN,,Silver,Серебро
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ","Как и {{METAL.GOLD.NOUN}}, серебро часто используется для чеканки монет и в качестве слитков для торговли."
METAL.STEEL.ADJECTIVE,,Steel,Стальной
METAL.STEEL.NOUN,,Steel,Сталь
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","Гораздо прочнее, чем {{METAL.IRON.NOUN}}, что позволяет делать из него провосходное оружие и инструменты, только гномы знают секрет создания стали."
METAL.TIN.ADJECTIVE,,Tin,Оловянный
METAL.TIN.NOUN,,Tin,Олово
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented in King under the Mountain),Олово может быть выплавлено из {{ORE.CASSITERITE.NOUN}} и легировано {{METAL.COPPER.NOUN}} для получения {{METAL.BRONZE.NOUN}}. (Сплавы еще не внедрены в King under the Mountain)

MODS.APPLY,,Apply,Применить
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Да
MODS.COMPATIBILITY.INCOMPATIBLE,,No,Нет
