KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
HAULING.ASSIGNMENT.DESCRIPTION,{{quantity}} assigned to {{targetDescription}},,{{quantity}} zugewiesen an {{targetDescription}},{{quantity}} affecté à {{targetDescription}},{{quantity}} assegnato a {{targetDescription}},{{quantity}} asignado a {{targetDescription}},{{quantity}} atribuído a {{targetDescription}},,,{{quantity}} назначено {{targetDescription}},{{quantity}} atandı {{targetDescription}},{{quantity}} tildelt {{targetDescription},,{{kvantitet}} tilldelad till {{targetDescription}},,,,{{quantity}}を{{targetDescription}}に割り当て済み,,

HINT.BUILD_PIPES.1,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.",,In dieser Ansicht können Sie Rohre zwischen Flüssigkeits Ein/Ausgängen sowie Bewässerungskanälen verlegen.,,,"Puedes usar esta vista para colocar tuberías entre las entradas y salidas de agua, así como canales de riego.",,,,,,,,,,,,このビューを使って水を通すための配管や灌漑水路を設置することができます。,,
HINT.BUILD_PIPES.2,"These are placed below the ground, so make sure your settlers can access each tile from the side.",,"Diese werden unter der Erde platziert, also stellen Sie sicher, dass Ihre Siedler jedes Feld  von der Seite erreichen können.",,,"Estos se colocan bajo tierra, así que asegúrate de que tus colonos pueden acceder cada casilla desde el lateral.",,,,,,,,,,,,これらは地面の下に設置されるため、入植者が各タイルに隣接できるようにしなければなりません。,,
HINT.BUILD_PIPES.3,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,,"Möbel mit einem Flüssigkeits Ein-oder Ausgang zeigen ein blaues oder grünes Symbol an, das anzeigt, ob es sich um einen Eingang oder Ausgang zum Netzwerk handelt.",,,El moviliario con entradas o salidas de agua muestra un icóno azul o verde para indicar si se trata de una entrada o una salida de la red.,,,,,,,,,,,,これに関係する建築物は、水を汲み上げ、あるいは排出する役割に合わせて青または緑のアイコンが表示されます。,,
HINT.BUILD_POWER.1,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,,"Verwenden Sie diese Ansicht, um Konstruktionen, die Strom benötigen, mit Mechanismen aus {{PRODUCT.STONE.GEAR.PLURAL}} und Wellen zu verknüpfen.",,,Puedes usar esta vista para conectar construcciones que requieren energía con mecanismos fabricados con {{PRODUCT.STONE.GEAR.PLURAL}} y ejes.,,,,,,,,,,,,このビューは風車などの動力源を{{PRODUCT.STONE.GEAR.PLURAL}}やシャフトなどで動力を必要とする建設物と接続するために使用します。,,
HINT.BUILD_POWER.2,"These are placed below the ground, so make sure your settlers can access each tile from the side.",,"Diese werden unter der Erde platziert, also stellen Sie sicher, dass Ihre Siedler jedes Feld von der Seite erreichen können.",,,"Estos se colocan bajo tierra, así que asegúrate de que tus colonos pueden acceder cada casilla desde el lateral.",,,,,,,,,,,,これらは地面の下に設置されるため、入植者が各タイルに隣接できるようにしなければなりません。,,
HINT.BUILD_POWER.3,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,,"Anlagen, die Strom benötigen oder produzieren, zeigen ein rotes oder grünes Symbol an, das anzeigt, wo der Eingang oder Ausgang zum Netzwerk ist.",,,Las construcciones que requieren o producen energía muestran un icóno rojo o verde para indicar si se trata de una entrada o una salida de la red.,,,,,,,,,,,,動力源となる建築物あるいは動力を必要とする建築物は、それぞれの役割に合わせて赤または緑のアイコンで表示されます。,,
HINT.BUILD_ROOFING.1,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).",,"In dieser Ansicht können Sie erkennen, welche Ziegel draußen ohne Dach sind (hellblau) und welche mit einem Überdach (dunkelbraun).",,,"Esta vista te permite ver que casillas están en el exterior, sin un tejado (azul claro), y cuales está a cubierto (marrón oscuro)",,,,,,,,,,,,このビューでは、屋外にあり屋根を持たないタイル（水色）あるいは屋根のあるタイル（濃い茶色）を確認することができます。,,
HINT.BUILD_ROOFING.2,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.",,"Sie können die Optionen {{GUI.ROOFING.ADD}} und {{GUI.CANCEL_LABEL}} verwenden, um Dachkonstruktionen in die Warteschlange zu stellen, und {{GUI.DECONSTRUCT_LABEL}}, um vorhandene Dachziegel zu entfernen.",,,Puedes usar las opciones {{GUI.ROOFING.ADD}} y {{GUI.CANCEL_LABEL}} para poner en cola la construcción de tejados y {{GUI.DECONSTRUCT_LABEL}} para eliminar el tejado de cualquier casilla.,,,,,,,,,,,,{{GUI.ROOFING.ADD}}と{{GUI.CANCEL_LABEL}}を使って屋根の建築を指示したり{{GUI.DECONSTRUCT_LABEL}}を使って屋根を削除することができます。,,
HINT.BUILD_ROOFING.3,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,,Ein Dach kann nur innerhalb von 3 Ziegeln um eine Wand oder {{FURNITURE.PILLAR}} gebaut werden.,,,Un tejado solo puede ser construido a 3 casillas de distanci de una pared o {{FURNITURE.PILLAR}}.,,,,,,,,,,,,屋根は壁または{{FURNITURE.PILLAR}}から3タイル以内にしか建設できません。,,
HINT.BUTTON.DISABLE_ALL,Disable all hints,,Alle Hinweise deaktivieren,Désactiver tous les conseils,Disabilita tutti i suggerimenti,Deshabilitar todos los consejos,Desativar todas as dicas,,,Отключить все подсказки,Tüm ipuçlarını kapa,Deaktiver alle tip,,Inaktivera alla tips,,,,ヒントをすべて非表示,,
HINT.BUTTON.DISMISS,Dismiss,,Verwerfen,,,Descartar,,,,,Sav,,,,,,,非表示,,
HINT.BUTTON.HINTS_ONLY,Hints only,,Nur Hinweise,Indications uniquement,Solo suggerimenti,Sólo consejos,Somente dicas,,,Только подсказки,Sadece İpuçları,Kun tip,,Endast tips,,,,ヒントのみ,,
HINT.BUTTON.NEXT,Next,,Weiter,Prochain,Avanti,Siguiente,Próximo,,,Следующий,Sornaki,Næste,,Nästa,,,,次へ,,
HINT.BUTTON.TUTORIAL,Tutorial,,Tutorial,Tutoriel,Tutorial,Tutorial,Tutorial,,,Учебное пособие,Eğitim,Tutorial,,Handledning,,,,チュートリアル,,
HINT.OPEN_PRIORITY_MENU.1,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.",,"In diesem Menü können Sie die Priorität von Jobs und Aufgaben ändern, sodass Jobs mit höherer Priorität vor Jobs mit niedrigerer Priorität zugewiesen werden.",,,"Puedes usar este menú para cambiar la prioridad de los trabajos y tareas, de modo que los trabajos de mayor prioridad serán asignados antes que los trabajos de menor prioridad.",,,,,"Bu menüyü işlerin ve görevlerin önem sıralarını değiştirmek için kullanabilirsin. Bu sayede daha önemli işler, önemsiz işlerden önce atanır.",,,,,,,このメニューでは仕事の優先順位を変更することができます。優先順位の高い仕事は低い仕事よりも先に入植者に割り当てられます。,,
HINT.OPEN_PRIORITY_MENU.2,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.",,"Während das Prioritätsmenü geöffnet ist, werden die Prioritätssymbole in der Spielwelt dort angezeigt, wo ein Job oder eine Aufgabe ausgeführt werden muss oder wo ein Raum oder ein Möbelstück in Zukunft Jobs schaffen könnte.",,,"Mientras el menú de prioridades está abierto, los iconos de prioridad se muestran en el mapa del juego allá donde haya una tarea que llevar a cabo, o donde una habitación u pieza de mobiliario pueda crear un trabajo en el futuro.",,,,,"Öncelik menüsü açık iken, öncelik sembolleri yapılacak bir iş/görevin olduğu veya ileride bir iş/görev yaratabilecek eşya/oda alanlarda görünür hale gelir",,,,,,,「優先度」メニューを開いている間は仕事を指示済みのタイル、もしくは仕事の対象となる倉庫や建築物に優先度アイコンが表示されます。,,
HINT.PROGRESS.HEADER,Progress:,,Fortschritt:,,,Progreso:,,,,,İlerleme:,,,,,,,進行中:,,
HINT.TOOL_DEPLETED.AXE1,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,,In deiner Siedlung ist kein {{TOOL.AXE}} mehr verfügbar. Sie können keine Bäume mehr fällen.,,,Tu asentamiento no dispone de ninguna {{TOOL.AXE}}. No podrás talar más árboles.,,,,,Yerleşke artık {{TOOL.AXE}} sahip değil. Artık ağaç kesemeyecek.,,,,,,,入植地に利用可能な{{TOOL.AXE}}がありません。そのため、木の伐採ができなくなっています。,,
HINT.TOOL_DEPLETED.AXE2,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.",,"Weitere Äxte können in der {{FURNITURE.FORGE}} hergestellt werden. Wenn Sie keine {{FURNITURE.FORGE}} in Betrieb haben, müssen Sie möglicherweise eine {{FURNITURE.WOODCUTTERS_BENCH}} entfernen.",,,"Puedes fabricar más hachas en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.WOODCUTTERS_BENCH}}.",,,,,Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer çalışan bir  {{FURNITURE.FORGE}} yok ise bir {{FURNITURE.WOODCUTTERS_BENCH}} den kurtulman gerekebilir.,,,,,,,斧は{{FURNITURE.FORGE}}で作ることができます。しかしもし稼働していなければ、{{FURNITURE.WOODCUTTERS_BENCH}}を解体したほうがよいかもしれません。,,
HINT.TOOL_DEPLETED.CHISEL1,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,,"In Ihrer Siedlung ist kein {{TOOL.CHISEL}} mehr verfügbar. Dies ist erforderlich, um Steinmöbel herzustellen.",,,Tu asentamiento no dispone de ningún {{TOOL.CHISEL}}. Estos son necesarios para la fabricación de mobiliario de piedra.,,,,,"Yerleşke taş mobilya yapmak için gerkeli olan {{TOOL.CHISEL}} sahip değil. ",,,,,,,入植地に利用可能な{{TOOL.CHISEL}}がありません。そのため、石材を使った建築物の構築ができなくなっています。,,
HINT.TOOL_DEPLETED.CHISEL2,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.",,"Weitere Meißel können in der {{FURNITURE.FORGE}} hergestellt werden. Wenn Sie keine {{FURNITURE.FORGE}} in Betrieb haben, müssen Sie möglicherweise eine {{FURNITURE.STONEMASON_WORKBENCH}} entfernen.",,,"Puedes fabricar más cinceles en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.STONEMASON_WORKBENCH}}.",,,,,Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer çalışan bir  {{FURNITURE.FORGE}} yok ise bir {{FURNITURE.STONEMASON_WORKBENCH}} den kurtulman gerekebilir.,,,,,,,より多くのノミを作るには{{FURNITURE.FORGE}}が必要です。もし稼働していない場合は、{{FURNITURE.STONEMASON_WORKBENCH}}を解体する必要があるかもしれません。,,
HINT.TOOL_DEPLETED.PLANE1,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,,"In deiner Siedlung ist kein {{TOOL.PLANE}} mehr verfügbar. Dies ist erforderlich, um Holzmöbel herzustellen.",,,Tu asentamiento no dispone de ningún {{TOOL.PLANE}}. Estos son necesarios para la fabricación de mobiliario de madera.,,,,,"Yerleşke ahşap mobilya yapmak için gerkeli olan {{TOOL.PLANE}} sahip değil. ",,,,,,,入植地に利用可能な{{TOOL.PLANE}}がありません。そのため、木製の建築物が作れなくなっています。,,
HINT.TOOL_DEPLETED.PLANE2,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,,Weitere Planen können in der {{FURNITURE.CARPENTRY_WORKBENCH}} von einem {{RESOURCE.PLANKS.NOUN}} hergestellt werden.,,,Puedes fabricar más cepillos de carpintero en el {{FURNITURE.CARPENTRY_WORKBENCH}} a partir de {{RESOURCE.PLANKS.NOUN}}.,,,,,Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. {{FURNITURE.CARPENTRY_WORKBENCH}} den {{RESOURCE.PLANKS.NOUN}},,,,,,,かんなは{{FURNITURE.CARPENTRY_WORKBENCH}}で{{RESOURCE.PLANKS.NOUN}}から製作できます。,,
HINT.TOOL_DEPLETED.SAW1,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,,"In Ihrer Siedlung ist keine {{TOOL.SAW}} mehr verfügbar. Dies ist erforderlich, um eine {{FURNITURE.WOODCUTTERS_BENCH}} oder {{FURNITURE.CARPENTRY_WORKBENCH}} zu bauen.",,,Tu asentamiento no dispone de ninguna {{TOOL.SAW}}. Estas son necesarias para fabricar un {{FURNITURE.WOODCUTTERS_BENCH}} o un {{FURNITURE.CARPENTRY_WORKBENCH}}.,,,,,Yerleşke {{FURNITURE.WOODCUTTERS_BENCH}} ve  {{FURNITURE.CARPENTRY_WORKBENCH}} inşa etmek için gerekli olan {{TOOL.SAW}} a sahip değil.,,,,,,,入植地に利用可能な{{TOOL.SAW}}がありません。そのため、{{FURNITURE.WOODCUTTERS_BENCH}}や{{FURNITURE.CARPENTRY_WORKBENCH}}が作れなくなっています。,,
HINT.TOOL_DEPLETED.SAW2,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.",,"Weitere Sägen können in der {{FURNITURE.FORGE}} hergestellt werden. Wenn Sie keine {{FURNITURE.FORGE}} in Betrieb haben, müssen Sie möglicherweise eine {{FURNITURE.WOODCUTTERS_BENCH}} oder {{FURNITURE.CARPENTRY_WORKBENCH}} entfernen.",,,"Puedes fabricar más sierras en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.WOODCUTTERS_BENCH}} o un {{FURNITURE.CARPENTRY_WORKBENCH}}.",,,,,Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer {{FURNITURE.FORGE}} yok ise {{FURNITURE.WOODCUTTERS_BENCH}} veya {{FURNITURE.CARPENTRY_WORKBENCH}} dan kurtulman gerekebilir.,,,,,,,より多くのノコギリを得るには{{FURNITURE.FORGE}}で製作する必要があります。もし稼働していない場合、{{FURNITURE.WOODCUTTERS_BENCH}}や{{FURNITURE.CARPENTRY_WORKBENCH}}を解体する必要があるかもしれません。,,
HINT.WEAPON_SELECTION.1,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,,"Verwenden Sie diese Ansicht, um einen Waffentyp auszuwählen, den der Siedler im Falle eines Kampfes in seinem Inventar behält.",,,Puedes usar esta vista para seleccionar el tipo de arma que un colono mantendrá en su inventorio para los combates.,,,,,,,,,,,,このビューでは、入植者がインベントリに入れる武器の種類を選択します。,,
HINT.WEAPON_SELECTION.2,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,,"Es wird dringend empfohlen, den Siedlern, die als {{PROFESSION.HUNTER}} zugewiesen wurden, eine Fernkampfwaffe wie {{WEAPON.BOW}} oder {{WEAPON.CROSSBOW}} zuzuweisen.",,,Es muy recomendable que asignes un arma a distancia como un {{WEAPON.BOW}} o una {{WEAPON.CROSSBOW}} a aquellos colonos asignados como {{PROFESSION.HUNTER}}.,,,,,,,,,,,,{{PROFESSION.HUNTER}}の入植者には、{{WEAPON.BOW}}や{{WEAPON.CROSSBOW}}などの遠隔武器を割り当てることを強くお勧めします。,,
HINT.WEAPON_SELECTION.3,Weapons which you do not have available are displayed in red.,,"Waffen, die nicht zur Verfügung stehen, werden rot angezeigt.",,,Las armas que no están disponibles se muestran en rojo.,,,,,,,,,,,,所持していない武器は赤で表示されます。,,
HINT.WELCOME.INTRO,"Welcome to the world of King under the Mountain! This is an early alpha version of the game with many more features and gameplay elements still to be implemented. Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!",,"Willkommen in der Welt von König unter dem Berg! Dies ist eine frühe Alpha-Version des Spiels mit vielen weiteren Features und Gameplay-Elementen, die noch implementiert werden müssen. Eure unerschrockene Bande von Zwergensiedlern haben diesen Ort gewählt, um eine neue Kolonie ihres Königreichs zu gründen. Geben Sie Nahrung, Schutz und Wohlstand und wer weiß, vielleicht wird dies eines Tages die Hauptstadt eines eigenen Königreichs sein!","Bienvenue dans le monde du Roi sous la Montagne! Il s'agit d'une version alpha précoce du jeu avec beaucoup plus de fonctionnalités et d'éléments de gameplay encore à mettre en œuvre. Votre bande intrépide de colons nains a choisi cet endroit pour fonder une nouvelle colonie de leur royaume. Fournir de la nourriture, du logement et de la prospérité et qui sait, peut-être un jour ce sera la capitale d'un royaume à lui seul!","Benvenuti nel mondo di Re sotto la Montagna! Questa è una prima versione alfa del gioco con molte altre caratteristiche ed elementi di gioco ancora da implementare. La tua intrepida banda di coloni nani ha scelto questo luogo per fondare una nuova colonia del loro regno. Fornire cibo, riparo e prosperità e chissà, forse un giorno questa sarà la capitale di un regno a sé stante!","¡Bienvenido al mundo de King under the Mountain! Esta es una versión early alpha del juego con muchas más características y elementos de juego aún por implementarse. Tu intrépida banda de colonos enanos ha elegido este lugar para fundar una nueva colonia de su reino. Proporcionales comida, refugio y prosperidad y quién sabe ¡Tal vez algún día esta sea la capital de un reino propio!","Bem-vindo ao mundo do Rei sob a Montanha! Esta é uma versão alfa inicial do jogo com muitos mais recursos e elementos de jogabilidade ainda por implementar. Seu grupo intrépido de colonos anões escolheu este local para fundar uma nova colônia do reino deles. Proporcionar comida, abrigo e prosperidade e quem sabe, talvez um dia esta seja a capital de um reino próprio!",,,"Добро пожаловать в мир короля под горой! Это ранняя альфа-версия игры с еще большим количеством функций и элементов геймплея, которые еще предстоит реализовать. Ваша бесстрашная группа гномов выбрала это место, чтобы найти новую колонию своего королевства. Обеспечьте пищу, кров и процветание и кто знает, может быть, однажды это станет столицей собственного королевства!","King Under The Mountain’a hoşgeldiniz. Bu versiyon daha birçok özellik ve öğeler eklenecek olan erken alfa sürümüdür. Cesur Cücelerden oluşan vatandaşlarınız krallığınız için yeni bir koloni kurmak için burayı seçti. Onlara yemek, kalacak yer ve refah sağla, kim bilir belki bir gün burası bir kendi krallığının başkenti olur!","Velkommen til kongens verden under bjerget! Dette er en tidlig alpha version af spillet med mange flere funktioner og gameplay elementer, der stadig skal implementeres. Jeres frygtløse bande af dværge bosættere har valgt dette sted for at finde en ny koloni af deres rige. Giv mad, husly og velstand, og hvem ved, måske en dag vil dette være hovedstaden i et kongerige af sit eget!",,"Välkommen till kungens värld under berget! Detta är en tidig alfa-version av spelet med många fler funktioner och spelelement som fortfarande återstår att implementera. Ert orädda band av dvärgbosättare har valt den här platsen för att hitta en ny koloni i sitt kungarike. Ge mat, skydd och välstånd och vem vet, kanske en dag kommer detta att vara huvudstad i ett eget rike!",,,,King under the Mountainの世界へようこそ！このゲームは、まだ多くの機能や要素が未実装のアルファバージョンです。あなたの果敢なドワーフ入植者の一団は、彼らの王国に新しい入植地を加えるためにこの地を選びました。彼らに食料、住居、そして繁栄をもたらしてください。そうすれば、いつかはこの場所こそが王国の首都と呼ばれるかもしれません！,,
